job_number,source_book,book_title,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,section,evidence,notes,doc
163,create,Creating CI/CD pipelines,"When I need to reference tasks already installed in my cluster, I want to use cluster-local references by namespace and name, so I can reuse cluster-wide shared tasks without external dependencies.",core,Pipeline developer,Reference,user_story,Reuse existing pipeline and task definitions from various sources,,Install cluster tasks in openshift-pipelines namespace | Share tasks across namespaces,Minimize external dependencies for common tasks | Ensure fast task resolution without network calls | Reduce complexity of managing external task sources,"Specifying a pipeline, task, or step action from the same cluster","create-combined.adoc -> Specifying a pipeline, task, or step action from the same cluster, lines 3206-3207: 'You can use the cluster resolver to access a pipeline, task, or StepAction definition that is already created on the same OpenShift cluster in a specific namespace.'","User story for Cluster resolver, focusing on same-cluster task reuse.",create-combined.adoc
164,create,Creating CI/CD pipelines,"When setting up cluster-local task resolution, I want to configure the default namespace and resource kind for cluster task lookups, so I can standardize how my team references shared cluster tasks.",core,Platform engineer,Configure,user_story,Reuse existing pipeline and task definitions from various sources,Have cluster-admin or equivalent permissions to edit TektonConfig,Set up shared task namespace | Deploy standard tasks to cluster,Ensure consistent cluster task lookup behavior | Minimize namespace configuration in pipeline definitions | Reduce likelihood of task not found errors,Configuring the cluster resolver,"create-combined.adoc -> Configuring the cluster resolver, lines 3224-3225: 'You can change the default namespace and the default kind for pulling resources from the cluster by configuring the cluster resolver.'",Configuration task for cluster resolver settings.,create-combined.adoc
165,create,Creating CI/CD pipelines,"When creating a pipeline or task, I want to reference a task from another namespace on my cluster by name and namespace, so I can use cluster-installed shared tasks without duplication.",core,Pipeline developer,Develop,user_story,Reuse existing pipeline and task definitions from various sources,Cluster resolver must be configured | Target task exists in the specified namespace | Service account has RBAC permissions to access the namespace,Configure RBAC for cross-namespace access | Install standard tasks in openshift-pipelines namespace,Minimize task definition duplication across namespaces | Ensure fast task lookup without external network calls | Reduce pipeline YAML size by referencing cluster tasks,"Specifying a pipeline, task, or step action from the same cluster using the cluster resolver","create-combined.adoc -> Specifying a pipeline, task, or step action from the same cluster using the cluster resolver, lines 3262-3263: 'Specify a pipeline, task, or step action from the same cluster by using the cluster resolver. You can reference pipelines, tasks, and StepAction definitions that are already created on the same cluster.'",Procedural user story for using cluster resolver to reference cluster-local tasks.,create-combined.adoc
166,records,Observability in OpenShift Pipelines,"When managing pipeline operations at scale, I want to preserve complete execution history beyond the lifecycle of CRs, so I can maintain long-term observability and compliance without resource bloat.",core,Platform Engineer,Observe,main_job,,,Configure retention policies | Query historical pipeline data | Monitor pipeline performance,Minimize storage overhead from keeping live CRs | Ensure complete audit trail is preserved | Enable historical analysis without performance impact,Using Tekton Results for OpenShift Pipelines observability,"records-combined.adoc -> Assembly header and abstract, lines 59-66",Core observability job - archives PipelineRun and TaskRun information after CR deletion,records-combined.adoc
167,records,Observability in OpenShift Pipelines,"When working with archived pipeline data, I want to understand how results and records are structured, so I can query the correct resources and interpret the data.",related,Pipeline Admin,Reference,user_story,Preserve complete execution history beyond the lifecycle of CRs,,Query results by name | Search records with CEL,Minimize time to locate specific execution data | Reduce errors from querying wrong resource types | Ensure understanding of result vs record distinction,Tekton Results concepts,"records-combined.adoc -> Section 'Tekton Results concepts', lines 74-247","Conceptual understanding - covers results (containers) vs records (individual run data), naming conventions, and data preservation",records-combined.adoc
168,records,Observability in OpenShift Pipelines,"When enabling observability for pipelines, I want to ensure Tekton Results is properly configured, so I can capture the data I need without manual intervention.",core,Platform Engineer,Configure,main_job,,Install OpenShift Pipelines,Configure log forwarding | Set up external database | Define retention policies,Minimize configuration complexity | Ensure all required data is captured | Reduce likelihood of misconfiguration,Configuring Tekton Results,"records-combined.adoc -> Section 'Configuring Tekton Results', lines 256-267",Main configuration job - Tekton Results enabled by default but requires additional configuration for logging,records-combined.adoc
169,records,Observability in OpenShift Pipelines,"When I need to query pipeline run logs after CR deletion, I want to configure log forwarding to LokiStack, so I can preserve and retrieve complete execution logs.",core,Platform Engineer,Configure,user_story,Ensure Tekton Results is properly configured,Install LokiStack using Loki Operator | Install OpenShift Logging Operator,Configure ClusterLogForwarder CR | Edit TektonConfig for Loki integration,Ensure logging information is preserved beyond CR lifecycle | Minimize data loss from deleted runs | Enable log queries through Tekton Results API,Configuring LokiStack forwarding for logging information,"records-combined.adoc -> Section 'Configuring LokiStack forwarding', lines 275-398","Critical for log retention - without this, Tekton Results cannot store or retrieve logging information",records-combined.adoc
170,records,Observability in OpenShift Pipelines,"When preparing for production workloads, I want to connect Tekton Results to an external PostgreSQL database, so I can ensure production-grade capabilities like backups and performance tuning.",core,Platform Engineer,Configure,user_story,Ensure Tekton Results is properly configured,Have external PostgreSQL-compatible database available,Create database credentials secret | Configure database connection parameters,Ensure production-grade database reliability | Enable automated backups and lifecycle management | Reduce risk of data loss from default internal instance,Configuring an external database server,"records-combined.adoc -> Section 'Configuring an external database server', lines 406-454","Production requirement - default internal PostgreSQL is for testing only, lacks production features",records-combined.adoc
171,records,Observability in OpenShift Pipelines,"When managing storage costs and compliance, I want to configure automated retention policies, so I can remove older results without manual intervention while meeting retention requirements.",core,Platform Engineer,Configure,user_story,Ensure Tekton Results is properly configured,,Monitor storage usage | Define retention requirements,Minimize storage resource consumption | Ensure compliance retention periods are met | Reduce manual cleanup operations,Configuring the retention policy for Tekton Results,"records-combined.adoc -> Section 'Configuring the retention policy', lines 462-500",Default is indefinite retention - must configure to prevent unlimited storage growth,records-combined.adoc
172,records,Observability in OpenShift Pipelines,"When monitoring Tekton Results health and performance, I want to track storage latency and deletion metrics, so I can identify performance issues and data loss risks.",core,SRE,Monitor,main_job,,Configure ServiceMonitor for Tekton Results | Have Prometheus Operator deployed,Query metrics with PromQL | Create alerting rules,Minimize time to detect storage failures | Reduce likelihood of undetected data loss | Ensure visibility into deletion timing,Observability metrics for Tekton Results,"records-combined.adoc -> Section 'Observability metrics for Tekton Results', lines 508-603","Metrics exposed by tekton-results-watcher on port 9090 - covers storage performance, failures, deletion duration and count",records-combined.adoc
173,records,Observability in OpenShift Pipelines,"When investigating pipeline execution history, I want to query archived results and records, so I can analyze past runs and troubleshoot issues.",core,Pipeline Admin,Observe,main_job,,Install opc utility (via tkn CLI package) | Configure authentication for Tekton Results API,Search with CEL queries | Retrieve YAML manifests | Access log data,Minimize time to locate specific pipeline runs | Ensure complete execution history is accessible | Reduce dependency on live CRs for investigation,Querying Tekton Results for results and records,"records-combined.adoc -> Section 'Querying Tekton Results for results and records', lines 611-622","Uses opc CLI utility - can query by name, UUID, or CEL expressions",records-combined.adoc
174,records,Observability in OpenShift Pipelines,"When setting up to query Tekton Results, I want to configure the opc utility with API endpoint and authentication, so I can execute queries without repeated credential entry.",consumption,Pipeline Admin,Configure,user_story,Query archived results and records,Install opc utility | Log in to OpenShift cluster,Create authentication token | Configure results.yaml for automation,Minimize authentication friction for queries | Reduce likelihood of authentication errors | Enable automated query workflows,Preparing the opc utility environment for querying Tekton Results,"records-combined.adoc -> Section 'Preparing the opc utility environment', lines 630-683","One-time setup - can use token or service account, optional results.yaml file for automation",records-combined.adoc
175,records,Observability in OpenShift Pipelines,"When I know the specific pipeline run or result I need, I want to retrieve it by name or UUID, so I can quickly access the full YAML manifest and logs.",core,Pipeline Admin,Observe,user_story,Query archived results and records,Configure opc utility environment | Configure log forwarding to LokiStack (for logs),List results in namespace | List records in result,Minimize time to retrieve specific run data | Ensure complete YAML manifest is accessible | Enable log retrieval after CR deletion,Querying for results and records by name,"records-combined.adoc -> Section 'Querying for results and records by name', lines 691-786","Direct lookup by name - format is namespace/results/uuid for results, includes records/uuid for individual records",records-combined.adoc
176,records,Observability in OpenShift Pipelines,"When looking for pipeline runs matching specific criteria, I want to search results using CEL queries, so I can find runs by status, annotations, or other attributes.",core,Pipeline Admin,Observe,user_story,Query archived results and records,Configure opc utility environment,Search for records with CEL | Use CEL reference documentation,Minimize time to find runs matching criteria | Reduce need to inspect individual runs manually | Enable filtering by success/failure status,Searching for results,"records-combined.adoc -> Section 'Searching for results', lines 794-826","CEL queries for results - limited fields compared to records, most relevant info is in records",records-combined.adoc
177,records,Observability in OpenShift Pipelines,"When investigating pipeline behavior patterns, I want to search records using CEL queries on full YAML data, so I can find runs by completion time, labels, task counts, or any manifest field.",core,Pipeline Admin,Observe,user_story,Query archived results and records,Configure opc utility environment,Search for results with CEL | Use CEL reference documentation,"Minimize time to identify runs with specific characteristics | Enable analysis by duration, status, or configuration | Reduce manual inspection of individual records",Searching for records,"records-combined.adoc -> Section 'Searching for records', lines 835-903","CEL queries for records - access to full YAML data enables complex queries on metadata, status, completion times, labels, annotations",records-combined.adoc
178,records,Observability in OpenShift Pipelines,"When constructing CEL queries for results, I want to reference available fields and valid values, so I can build correct queries without trial and error.",related,Pipeline Admin,Reference,user_story,Query archived results and records,,Search for results with CEL,Minimize time to construct valid queries | Reduce query errors from invalid field names | Ensure understanding of summary.status values,Reference information for searching results,"records-combined.adoc -> Section 'Reference information for searching results', lines 912-956","Reference for result CEL queries - limited fields: parent, uid, annotations, summary, create_time, update_time",records-combined.adoc
179,records,Observability in OpenShift Pipelines,"When constructing CEL queries for records, I want to reference available fields and data_type values, so I can query the correct resource types and YAML paths.",related,Pipeline Admin,Reference,user_story,Query archived results and records,,Search for records with CEL,Minimize time to construct valid queries | Reduce query errors from invalid field paths | Ensure understanding of data field structure,Reference information for searching records,"records-combined.adoc -> Section 'Reference information for searching records', lines 964-992","Reference for record CEL queries - data field contains full YAML, can access any manifest element",records-combined.adoc
180,records,Observability in OpenShift Pipelines,"When I prefer to work with run names rather than result UUIDs, I want to query by PipelineRun and TaskRun names, so I can use familiar identifiers from my workflow.",core,Developer,Observe,main_job,,Configure opc utility with results config set,Query by result/record names | List runs by namespace or pipeline,Minimize cognitive overhead of UUID-based queries | Enable queries using familiar run names | Reduce time to find specific runs,Querying results and logs by the names of pipeline runs and task runs,"records-combined.adoc -> Section 'Querying results and logs by the names of pipeline runs and task runs', lines 1005-1029","Technology Preview feature - different opc configuration required, uses run names instead of result UUIDs",records-combined.adoc
181,records,Observability in OpenShift Pipelines,"When setting up name-based queries, I want to configure opc with the Tekton Results host and token, so I can query by run names instead of UUIDs.",consumption,Developer,Configure,user_story,Query by PipelineRun and TaskRun names,Install opc utility | Log in to OpenShift cluster,Create authentication token,Minimize configuration complexity | Enable persistent authentication configuration | Reduce friction for name-based queries,Configuring the opc utility for querying results by pipeline run and task run names,"records-combined.adoc -> Section 'Configuring the opc utility for querying results by pipeline run and task run names', lines 1037-1101","Uses 'opc results config set' - different from UUID-based configuration, uses host instead of address",records-combined.adoc
182,records,Observability in OpenShift Pipelines,"When exploring pipeline execution history, I want to list pipeline runs by namespace or pipeline name, so I can identify runs of interest before retrieving details.",core,Developer,Observe,user_story,Query by PipelineRun and TaskRun names,Configure opc for name-based queries,Filter by labels | View pipeline run details,Minimize time to find relevant pipeline runs | Enable filtering by pipeline name or labels | Reduce need to inspect individual runs,Viewing a list of pipeline run names and identifiers,"records-combined.adoc -> Section 'Viewing a list of pipeline run names and identifiers', lines 1109-1159","Supports pagination with --limit and --single-page, can filter by labels/annotations",records-combined.adoc
183,records,Observability in OpenShift Pipelines,"When investigating task execution history, I want to list task runs by namespace or pipeline run, so I can identify specific task executions for analysis.",core,Developer,Observe,user_story,Query by PipelineRun and TaskRun names,Configure opc for name-based queries,Filter by labels | View task run details,Minimize time to find specific task runs | Enable filtering by pipeline run association | Reduce manual searching across task runs,Viewing a list of task run names and identifiers,"records-combined.adoc -> Section 'Viewing a list of task run names and identifiers', lines 1166-1223",Can list all task runs in namespace or filter by pipeline run with --pipelinerun,records-combined.adoc
184,records,Observability in OpenShift Pipelines,"When analyzing pipeline run outcomes, I want to view descriptions, manifests, and logs by run name, so I can understand execution details and troubleshoot failures.",core,Developer,Troubleshoot,user_story,Query by PipelineRun and TaskRun names,Configure opc for name-based queries | Have pipeline run name or UUID,View task run results | Query logs,Minimize time to access pipeline run details | Enable quick troubleshooting with logs | Reduce need for multiple query commands,Viewing result information for a pipeline run,"records-combined.adoc -> Section 'Viewing result information for a pipeline run', lines 1232-1331","Three commands: describe (summary), describe --output yaml (manifest), logs (execution logs) - note that pipeline logs don't include task run logs",records-combined.adoc
185,records,Observability in OpenShift Pipelines,"When troubleshooting task failures, I want to view task run descriptions, manifests, and logs by run name, so I can diagnose issues at the task level.",core,Developer,Troubleshoot,user_story,Query by PipelineRun and TaskRun names,Configure opc for name-based queries | Have task run name or UUID | Configure log forwarding to LokiStack (for logs),View pipeline run results | List task runs by pipeline,Minimize time to diagnose task failures | Enable log access after CR deletion | Reduce troubleshooting complexity,Viewing result information for a task run,"records-combined.adoc -> Section 'Viewing result information for a task run', lines 1339-1421","Three commands: describe (summary), describe --output yaml (manifest), logs (execution logs) - requires LokiStack for logs",records-combined.adoc
186,records,Observability in OpenShift Pipelines,"When using opc CLI frequently, I want to use short parameter names, so I can execute queries faster with less typing.",related,Developer,Reference,user_story,Query by PipelineRun and TaskRun names,,,Minimize typing for common queries | Reduce command entry time | Enable faster workflow iteration,Short names for command-line arguments,"records-combined.adoc -> Section 'Short names for command-line arguments', lines 1429-1447","Reference for CLI shortcuts - pr for pipelinerun, tr for taskrun, desc for describe",records-combined.adoc
187,records,Observability in OpenShift Pipelines,"When managing database storage and compliance, I want to understand how the retention policy agent works, so I can configure appropriate retention rules and avoid data loss or excess storage.",core,Platform Engineer,Administer,main_job,,,Configure retention policies | Monitor storage usage,Minimize risk of unintended data deletion | Ensure compliance retention periods are enforced | Reduce storage costs from unlimited retention,Understanding the Tekton Results retention policy,"records-combined.adoc -> Section 'Understanding the Tekton Results retention policy', lines 1449-1506",Retention policy determines when results/records are pruned - configured via config map with defaultRetention and fine-grained policies,records-combined.adoc
188,records,Observability in OpenShift Pipelines,"When different pipelines have different retention requirements, I want to define policies by namespace, labels, status, or annotations, so I can retain critical data longer while purging transient runs.",core,Platform Engineer,Configure,user_story,Understand how retention policy agent works,,Configure default retention | Monitor retention policy execution,Minimize storage for non-critical runs | Ensure critical failures are retained longer | Reduce manual retention management,Fine-grained retention policies,"records-combined.adoc -> Section 'Fine-grained retention policies', lines 1537-1621","Policies evaluated in order, first match wins - can target by namespace, labels, annotations, status with custom retention periods",records-combined.adoc
189,pac,Pipelines as Code,"When I need to implement GitOps-driven CI/CD for my applications, I want to understand how Pipelines as Code works, so I can determine if it meets my automation requirements.",core,Platform Administrator,Get Started,main_job,,,Install Pipelines as Code | Configure Git repository integration,Minimize time to understand PaC capabilities | Reduce uncertainty about GitOps integration options | Ensure the solution supports my Git provider,About Pipelines as Code,"pac-combined.adoc -> About Pipelines as Code, lines 59-118",Main job covering initial understanding of PaC concepts and capabilities,pac
190,pac,Pipelines as Code,"When evaluating Pipelines as Code, I want to review the key features and capabilities, so I can assess whether it supports my CI/CD workflow requirements.",core,DevOps Engineer,Get Started,user_story,"When I need to implement GitOps-driven CI/CD for my applications, I want to understand how Pipelines as Code works, so I can determine if it meets my automation requirements.",,Configure GitHub App | Set up webhooks,Ensure support for pull request status checks | Verify automatic task resolution capability | Confirm Git event filtering support,Key features,"pac-combined.adoc -> Key features, lines 70-84",User story for feature evaluation,pac
191,pac,Pipelines as Code,"When I start working with Pipelines as Code, I want to understand the core concepts like Repository CR and .tekton directory structure, so I can plan my implementation correctly.",core,Application Developer,Get Started,user_story,"When I need to implement GitOps-driven CI/CD for my applications, I want to understand how Pipelines as Code works, so I can determine if it meets my automation requirements.",,Create Repository CR | Define pipeline runs in .tekton directory,Minimize configuration errors | Ensure proper namespace mapping | Understand PaC resolver behavior,Pipelines as Code concepts,"pac-combined.adoc -> Pipelines as Code concepts, lines 91-118","Covers Repository CR, .tekton directory, and PaC resolver concepts",pac
192,pac,Pipelines as Code,"When I need to enable Pipelines as Code functionality, I want to install it on my OpenShift cluster, so I can start using GitOps-driven pipelines.",consumption,Platform Administrator,Configure,main_job,,Install OpenShift Pipelines Operator,Customize PaC configuration | Configure Git provider integration,Minimize installation time | Ensure PaC is correctly deployed in openshift-pipelines namespace | Avoid installation errors,Installing Pipelines as Code on an OpenShift cluster,"pac-combined.adoc -> Installing Pipelines as Code, lines 196-267",Main installation job,pac
193,pac,Pipelines as Code,"When I need to disable the default Pipelines as Code installation, I want to set the enable parameter to false in TektonConfig, so I can control when PaC is active.",related,Platform Administrator,Configure,user_story,"When I need to enable Pipelines as Code functionality, I want to install it on my OpenShift cluster, so I can start using GitOps-driven pipelines.",OpenShift Pipelines Operator installed,Enable PaC after initial setup,Ensure precise control over PaC activation | Prevent unwanted PaC deployment,Installing Pipelines as Code on an OpenShift cluster,"pac-combined.adoc -> Installing Pipelines as Code, lines 204-234",Alternative configuration for controlled deployment,pac
194,pac,Pipelines as Code,"When I need to manage Pipelines as Code from my local machine, I want to install the tkn pac CLI tool, so I can bootstrap repositories and manage PaC resources.",consumption,DevOps Engineer,Configure,user_story,"When I need to enable Pipelines as Code functionality, I want to install it on my OpenShift cluster, so I can start using GitOps-driven pipelines.",OpenShift Pipelines installed,Bootstrap GitHub App | Create Repository CR,Minimize setup time for local development | Ensure CLI is available on all platforms | Enable interactive PaC management,Installing Pipelines as Code CLI,"pac-combined.adoc -> Installing Pipelines as Code CLI, lines 276-334",Covers CLI installation for various platforms,pac
195,pac,Pipelines as Code,"When I need to customize Pipelines as Code behavior, I want to configure parameters in the TektonConfig CR, so I can adjust settings like application name, remote tasks, and webhook behavior.",core,Platform Administrator,Configure,main_job,,Install Pipelines as Code,Configure GitHub App settings | Set up error detection,Minimize configuration errors | Ensure settings match organizational policies | Enable necessary features while maintaining security,Customizing Pipelines as Code configuration,"pac-combined.adoc -> Customizing Pipelines as Code configuration, lines 342-397",Main job for PaC customization via TektonConfig,pac
196,pac,Pipelines as Code,"When I need to use multiple GitHub Apps with Pipelines as Code, I want to configure additional PaC controllers, so I can support different GitHub organizations or instances.",core,Platform Administrator,Configure,user_story,"When I need to customize Pipelines as Code behavior, I want to configure parameters in the TektonConfig CR, so I can adjust settings like application name, remote tasks, and webhook behavior.",Main PaC controller configured,Create GitHub App for each controller | Create secrets for additional controllers,Minimize complexity in multi-org setups | Ensure each controller operates independently | Support multiple GitHub instances,Configuring additional Pipelines as Code controllers,"pac-combined.adoc -> Configuring additional PaC controllers, lines 406-442",Advanced configuration for multiple GitHub App support,pac
197,pac,Pipelines as Code,"When I need to integrate Pipelines as Code with GitHub, I want to configure a GitHub App using the tkn CLI, so I can automate the setup process.",core,Platform Administrator,Configure,main_job,,Install tkn pac CLI | Cluster administrator access,Verify GitHub App configuration | Install GitHub App on repositories,Minimize manual configuration steps | Reduce setup time | Avoid configuration errors,Configure a GitHub App using the command line interface,"pac-combined.adoc -> Configure a GitHub App using CLI, lines 570-612",Main job for GitHub App setup via CLI,pac
198,pac,Pipelines as Code,"When I prefer using the web console for configuration, I want to create a GitHub App through the Administrator perspective, so I can set up PaC integration with a guided UI.",core,Platform Administrator,Configure,user_story,"When I need to integrate Pipelines as Code with GitHub, I want to configure a GitHub App using the tkn CLI, so I can automate the setup process.",OpenShift Pipelines Operator installed,Verify GitHub App in web console,Reduce configuration complexity for UI users | Ensure correct GitHub App permissions | Enable visual confirmation of setup,Create a GitHub App in administrator perspective,"pac-combined.adoc -> Create GitHub App in administrator perspective, lines 621-657",Alternative UI-based approach to GitHub App creation,pac
199,pac,Pipelines as Code,"When I need fine-grained control over GitHub App configuration or need to configure additional PaC controllers, I want to manually create a GitHub App and secret, so I can customize all settings precisely.",core,Platform Administrator,Configure,user_story,"When I need to integrate Pipelines as Code with GitHub, I want to configure a GitHub App using the tkn CLI, so I can automate the setup process.",GitHub account with app creation permissions | Cluster administrator access,Generate webhook secret | Configure app permissions | Install app on repositories,Ensure complete control over app settings | Enable configuration for additional controllers | Support GitHub Enterprise instances,Configure a GitHub App manually,"pac-combined.adoc -> Configure GitHub App manually, lines 666-767",Manual configuration for advanced scenarios and additional controllers,pac
200,pac,Pipelines as Code,"When my pipeline needs to access multiple repositories, I want to scope the GitHub token to additional repositories, so I can fetch tasks or code from private repositories outside the main repository.",core,DevOps Engineer,Secure,main_job,,GitHub App configured | Repository CR created,Configure global token scoping | Configure repository-level scoping,Minimize security risks while enabling necessary access | Ensure tokens work across required repositories | Avoid access denied errors in pipelines,Scope the GitHub token to additional repositories,"pac-combined.adoc -> Scope GitHub token, lines 776-895",Main job for token scoping to enable cross-repo access,pac
201,pac,Pipelines as Code,"When I cannot create a GitHub App, I want to use Pipelines as Code with GitHub Webhook, so I can still integrate PaC with my GitHub repositories.",core,Platform Administrator,Configure,user_story,"When I need to integrate Pipelines as Code with GitHub, I want to configure a GitHub App using the tkn CLI, so I can automate the setup process.",PaC installed | Personal access token created,Configure webhook manually | Create Repository CR with webhook secret,Enable PaC when GitHub App is not available | Minimize setup complexity | Ensure pipeline status is reported,Use Pipelines as Code with GitHub Webhook,"pac-combined.adoc -> Use PaC with GitHub Webhook, lines 904-1132",Alternative integration method when GitHub App is not available,pac
202,pac,Pipelines as Code,"When my organization uses GitLab, I want to integrate Pipelines as Code with GitLab webhooks, so I can use PaC with GitLab repositories.",core,Platform Administrator,Configure,main_job,,PaC installed | GitLab personal access token,Configure GitLab webhook | Create Repository CR for GitLab,Enable PaC for GitLab repositories | Minimize integration complexity | Ensure merge request status is reported,Use Pipelines as Code with GitLab,"pac-combined.adoc -> Use PaC with GitLab, lines 1141-1339",Main job for GitLab integration,pac
203,pac,Pipelines as Code,"When my organization uses Bitbucket Cloud, I want to integrate Pipelines as Code with Bitbucket webhooks, so I can use PaC with Bitbucket repositories.",core,Platform Administrator,Configure,main_job,,PaC installed | Bitbucket app password,Configure Bitbucket webhook | Create Repository CR for Bitbucket,Enable PaC for Bitbucket Cloud repositories | Minimize integration complexity | Ensure pull request status is reported,Use Pipelines as Code with Bitbucket Cloud,"pac-combined.adoc -> Use PaC with Bitbucket Cloud, lines 1348-1588",Main job for Bitbucket Cloud integration,pac
204,pac,Pipelines as Code,"When my organization uses Bitbucket Data Center, I want to integrate Pipelines as Code with Bitbucket webhooks, so I can use PaC with self-hosted Bitbucket repositories.",core,Platform Administrator,Configure,main_job,,PaC installed | Bitbucket personal access token,Configure Bitbucket webhook | Create Repository CR for Bitbucket,Enable PaC for Bitbucket Data Center repositories | Minimize integration complexity | Ensure pull request status is reported,Use Pipelines as Code with Bitbucket Data Center,"pac-combined.adoc -> Use PaC with Bitbucket Data Center, lines 1598-1738",Main job for Bitbucket Data Center integration,pac
205,pac,Pipelines as Code,"When my Git repository uses custom certificates, I want to configure PaC to trust these certificates, so I can integrate with privately signed or self-hosted Git providers.",related,Platform Administrator,Secure,user_story,"When I need to integrate Pipelines as Code with GitHub, I want to configure a GitHub App using the tkn CLI, so I can automate the setup process.",OpenShift Pipelines Operator installed,Configure cluster proxy settings,Enable PaC to connect to private Git servers | Avoid SSL certificate errors | Ensure secure communication,Configure custom certificates for Pipelines as Code,"pac-combined.adoc -> Configure custom certificates, lines 1747-1758",Certificate configuration for private Git providers,pac
206,pac,Pipelines as Code,"When I need to use Pipelines as Code with private repositories, I want PaC to automatically create git auth secrets, so I can clone private repositories in my pipeline runs.",core,Application Developer,Deploy,user_story,"When I need to create pipeline runs triggered by Git events, I want to define pipeline run definitions in the .tekton directory, so I can automate my CI/CD workflow.",Repository CR configured | GitHub App or webhook configured,Reference git-clone task | Configure workspace in pipeline run,Minimize authentication setup for private repos | Ensure automatic secret management | Enable seamless private repository access,Private repository support in Pipelines as Code,"pac-combined.adoc -> Private repository support, lines 1767-1821",Automatic authentication for private repositories,pac
207,pac,Pipelines as Code,"When I want to connect a Git repository to Pipelines as Code, I want to create a Repository CR in my namespace, so I can enable PaC to process events from this repository.",core,Application Developer,Configure,main_job,,PaC configured for Git provider | Target namespace created,Configure webhook or GitHub App | Define pipeline runs in .tekton directory,Minimize setup time for new repositories | Ensure PaC matches events to correct namespace | Avoid namespace targeting errors,Creating the Repository custom resource,"pac-combined.adoc -> Creating Repository CR, lines 1911-1939",Main job for Repository CR creation,pac
208,pac,Pipelines as Code,"When I want to define default settings for all Repository CRs, I want to create a global Repository CR in the openshift-pipelines namespace, so I can apply common configuration across all repositories.",related,Platform Administrator,Configure,user_story,"When I want to connect a Git repository to Pipelines as Code, I want to create a Repository CR in my namespace, so I can enable PaC to process events from this repository.",Administrator access to openshift-pipelines namespace,Configure common secrets | Set default Git provider settings,Minimize repetitive configuration | Ensure consistent settings across repositories | Reduce individual Repository CR complexity,Creating the global Repository custom resource,"pac-combined.adoc -> Creating global Repository CR, lines 1948-2000",Technology Preview feature for global defaults,pac
209,pac,Pipelines as Code,"When I need to control resource usage for pipeline runs, I want to set concurrency limits in the Repository CR, so I can prevent too many pipeline runs from executing simultaneously.",core,Platform Administrator,Operate,user_story,"When I want to connect a Git repository to Pipelines as Code, I want to create a Repository CR in my namespace, so I can enable PaC to process events from this repository.",Repository CR created,Monitor pipeline run queue | Adjust limits based on usage,Minimize cluster resource contention | Ensure fair resource allocation | Prevent pipeline run failures due to resource exhaustion,Setting concurrency limits in Repository CRD,"pac-combined.adoc -> Setting concurrency limits, lines 2008-2031",Concurrency control for pipeline runs,pac
210,pac,Pipelines as Code,"When I need to enhance security by preventing malicious pipeline definitions, I want to configure pipelinerun_provenance to use the default branch, so I can ensure only reviewed pipeline definitions execute.",core,Platform Administrator,Secure,user_story,"When I want to connect a Git repository to Pipelines as Code, I want to create a Repository CR in my namespace, so I can enable PaC to process events from this repository.",Repository CR created,Review pipeline definitions in main branch | Enforce merge review process,Minimize risk of malicious code execution | Ensure all pipeline changes are reviewed | Prevent unauthorized pipeline modifications,Changing source branch in Repository CRD,"pac-combined.adoc -> Changing source branch, lines 2040-2064",Security-focused configuration for pipeline provenance,pac
211,pac,Pipelines as Code,"When I need to customize pipeline runs with administrator-managed values, I want to use custom parameters in the Repository CR, so I can pass configuration without modifying pipeline definitions in Git.",related,Platform Administrator,Configure,user_story,"When I want to connect a Git repository to Pipelines as Code, I want to create a Repository CR in my namespace, so I can enable PaC to process events from this repository.",Repository CR created | Pipeline run definitions using parameters,Reference parameters in pipeline runs | Store sensitive values in secrets,Enable flexible parameter injection | Avoid hardcoding environment-specific values | Support different configurations per environment,Custom parameter expansion,"pac-combined.adoc -> Custom parameter expansion, lines 2073-2140",Advanced parameter passing for centralized configuration,pac
212,pac,Pipelines as Code,"When I need to create pipeline runs triggered by Git events, I want to define pipeline run definitions in the .tekton directory, so I can automate my CI/CD workflow.",core,Application Developer,Deploy,main_job,,PaC configured with Git provider | Repository CR created | .tekton directory in repository,Match pipeline runs to events | Use dynamic variables | Reference remote tasks,Minimize time to create working pipeline runs | Ensure pipeline runs trigger on correct events | Enable reusable pipeline definitions,Creating a pipeline run in Pipelines as Code,"pac-combined.adoc -> Creating a pipeline run, lines 2216-2377",Main job for pipeline run creation,pac
213,pac,Pipelines as Code,"When I create pipeline runs, I want to use dynamic variables for commit and repository information, so I can create reusable pipeline definitions that work across different events.",related,Application Developer,Deploy,user_story,"When I need to create pipeline runs triggered by Git events, I want to define pipeline run definitions in the .tekton directory, so I can automate my CI/CD workflow.",Pipeline run definition created,Use repo_url variable | Use revision variable | Use git_auth_secret variable,Minimize pipeline run duplication | Ensure correct commit context is used | Enable template-based pipeline definitions,Dynamic variables in pipeline run specification,"pac-combined.adoc -> Dynamic variables, lines 2387-2454",Variable substitution for context-aware pipelines,pac
